# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	6661	7044	-						4908536	PCAL_RS00055	384		old_locus_tag=Pcal_0011
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	6661	7044	-	WP_011848708.1	WP_011848708.1		cytidine deaminase		4908536	PCAL_RS00055	384	127	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	7075	8004	+						4909743	PCAL_RS00060	930		old_locus_tag=Pcal_0012
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	7075	8004	+	WP_193322740.1	WP_193322740.1		hypothetical protein		4909743	PCAL_RS00060	930	309	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	8023	8805	+						4909000	PCAL_RS00065	783		old_locus_tag=Pcal_0013
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	8023	8805	+	WP_011848710.1	WP_011848710.1		SDR family oxidoreductase		4909000	PCAL_RS00065	783	260	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	8802	10094	-						4909090	PCAL_RS00070	1293		old_locus_tag=Pcal_0014
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	8802	10094	-	WP_011848711.1	WP_011848711.1		serine hydroxymethyltransferase		4909090	PCAL_RS00070	1293	430	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	10125	10853	-						4908594	PCAL_RS00075	729		old_locus_tag=Pcal_0015
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	10125	10853	-	WP_011848712.1	WP_011848712.1		molybdenum cofactor biosynthesis protein MoaC		4908594	PCAL_RS00075	729	242	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	10850	11179	-						4909749	PCAL_RS00080	330		old_locus_tag=Pcal_0016
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	10850	11179	-	WP_193322741.1	WP_193322741.1		TFIIB-type zinc ribbon-containing protein		4909749	PCAL_RS00080	330	109	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	11209	12267	-					fni	4908637	PCAL_RS00085	1059		old_locus_tag=Pcal_0017
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	11209	12267	-	WP_011848714.1	WP_011848714.1		type 2 isopentenyl-diphosphate Delta-isomerase	fni	4908637	PCAL_RS00085	1059	352	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	12267	13001	-						4909597	PCAL_RS00090	735		old_locus_tag=Pcal_0018
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	12267	13001	-	WP_011848715.1	WP_011848715.1		50S ribosomal protein L2		4909597	PCAL_RS00090	735	244	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	13328	13543	+						4909581	PCAL_RS00095	216		old_locus_tag=Pcal_0019
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	13328	13543	+	WP_011848716.1	WP_011848716.1		30S ribosomal protein S17e		4909581	PCAL_RS00095	216	71	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	13546	14235	+						4909273	PCAL_RS00100	690		old_locus_tag=Pcal_0020
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	13546	14235	+	WP_011848717.1	WP_011848717.1		peptidylprolyl isomerase		4909273	PCAL_RS00100	690	229	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	14264	14869	+						4909439	PCAL_RS00105	606		old_locus_tag=Pcal_0021
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	14264	14869	+	WP_011848718.1	WP_011848718.1		proteasome subunit beta		4909439	PCAL_RS00105	606	201	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	14872	16107	+						4908948	PCAL_RS00110	1236		old_locus_tag=Pcal_0022
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	14872	16107	+	WP_011848719.1	WP_011848719.1		enolase		4908948	PCAL_RS00110	1236	411	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	16157	16564	+						4908992	PCAL_RS00115	408		old_locus_tag=Pcal_0023
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	16157	16564	+	WP_011848720.1	WP_011848720.1		winged helix-turn-helix domain-containing protein		4908992	PCAL_RS00115	408	135	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	16811	17740	-					moaA	4909590	PCAL_RS00120	930		old_locus_tag=Pcal_0024
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	16811	17740	-	WP_011848721.1	WP_011848721.1		GTP 3',8-cyclase MoaA	moaA	4909590	PCAL_RS00120	930	309	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	17821	19248	+						4909976	PCAL_RS00125	1428		old_locus_tag=Pcal_0025
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	17821	19248	+	WP_226951967.1	WP_226951967.1		serine/threonine protein kinase		4909976	PCAL_RS00125	1428	475	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	19286	19735	+						4909053	PCAL_RS00130	450		old_locus_tag=Pcal_0026
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	19286	19735	+	WP_011848723.1	WP_011848723.1		FHA domain-containing protein		4909053	PCAL_RS00130	450	149	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	19769	20395	+					rpsB	4909505	PCAL_RS00135	627		old_locus_tag=Pcal_0027
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	19769	20395	+	WP_011848724.1	WP_011848724.1		30S ribosomal protein S2	rpsB	4909505	PCAL_RS00135	627	208	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	20428	21273	+					amrB	4909872	PCAL_RS00140	846		old_locus_tag=Pcal_0028
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	20428	21273	+	WP_011848725.1	WP_011848725.1		AmmeMemoRadiSam system protein B	amrB	4909872	PCAL_RS00140	846	281	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	21253	22623	-						4909709	PCAL_RS00145	1371		old_locus_tag=Pcal_0029
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	21253	22623	-	WP_011848726.1	WP_011848726.1		pyruvate kinase		4909709	PCAL_RS00145	1371	456	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	22625	24529	-						4908893	PCAL_RS00150	1905		old_locus_tag=Pcal_0030
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	22625	24529	-	WP_011848727.1	WP_011848727.1		beta-CASP ribonuclease aCPSF1		4908893	PCAL_RS00150	1905	634	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	24812	26233	-					cysS	4909679	PCAL_RS00155	1422		old_locus_tag=Pcal_0031
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	24812	26233	-	WP_011848728.1	WP_011848728.1		cysteine--tRNA ligase	cysS	4909679	PCAL_RS00155	1422	473	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	26406	29927	-						4909355	PCAL_RS00160	3522		old_locus_tag=Pcal_0032
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	26406	29927	-	WP_011848729.1	WP_011848729.1		hypothetical protein		4909355	PCAL_RS00160	3522	1173	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	30015	30257	-						59388114	PCAL_RS00165	243		
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	30015	30257	-	WP_193322742.1	WP_193322742.1		hypothetical protein		59388114	PCAL_RS00165	243	80	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	30274	31899	+						4909466	PCAL_RS00170	1626		old_locus_tag=Pcal_0033
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	30274	31899	+	WP_193322743.1	WP_193322743.1		hypothetical protein		4909466	PCAL_RS00170	1626	541	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	31940	39925	+						4909755	PCAL_RS00175	7986		old_locus_tag=Pcal_0034
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	31940	39925	+	WP_011848731.1	WP_011848731.1		hypothetical protein		4909755	PCAL_RS00175	7986	2661	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	39984	40568	+						4909789	PCAL_RS00180	585		old_locus_tag=Pcal_0035
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	39984	40568	+	WP_011848732.1	WP_011848732.1		AMMECR1 domain-containing protein		4909789	PCAL_RS00180	585	194	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	40597	41397	+						4909369	PCAL_RS00185	801		old_locus_tag=Pcal_0036
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	40597	41397	+	WP_011848733.1	WP_011848733.1		hypothetical protein		4909369	PCAL_RS00185	801	266	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	41378	41908	+					cyaB	4908251	PCAL_RS00190	531		old_locus_tag=Pcal_0037
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	41378	41908	+	WP_011848734.1	WP_011848734.1		class IV adenylate cyclase	cyaB	4908251	PCAL_RS00190	531	176	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	42120	42929	-						4908846	PCAL_RS00195	810		old_locus_tag=Pcal_0038
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	42120	42929	-	WP_011848735.1	WP_011848735.1		hypothetical protein		4908846	PCAL_RS00195	810	269	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	42958	44709	-						4908550	PCAL_RS00200	1752		old_locus_tag=Pcal_0039
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	42958	44709	-	WP_011848736.1	WP_011848736.1		ATP-dependent DNA ligase		4908550	PCAL_RS00200	1752	583	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	44748	45254	-						4909753	PCAL_RS00205	507		old_locus_tag=Pcal_0040
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	44748	45254	-	WP_193322744.1	WP_193322744.1		hypothetical protein		4909753	PCAL_RS00205	507	168	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	45295	46209	+						4908226	PCAL_RS00210	915		old_locus_tag=Pcal_0041
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	45295	46209	+	WP_011848738.1	WP_011848738.1		carbohydrate kinase family protein		4908226	PCAL_RS00210	915	304	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	46232	46564	+						4909425	PCAL_RS00215	333		old_locus_tag=Pcal_0042
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	46232	46564	+	WP_011848739.1	WP_011848739.1		hypothetical protein		4909425	PCAL_RS00215	333	110	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	46667	47338	+						4908774	PCAL_RS00220	672		old_locus_tag=Pcal_0043
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	46667	47338	+	WP_193322745.1	WP_193322745.1		NDP-sugar synthase		4908774	PCAL_RS00220	672	223	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	47383	48105	+						4908706	PCAL_RS00225	723		old_locus_tag=Pcal_0044
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	47383	48105	+	WP_011848741.1	WP_011848741.1		hypothetical protein		4908706	PCAL_RS00225	723	240	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	48102	48638	+						4908914	PCAL_RS00230	537		old_locus_tag=Pcal_0045
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	48102	48638	+	WP_011848742.1	WP_011848742.1		hypothetical protein		4908914	PCAL_RS00230	537	178	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	48635	48997	-						4910238	PCAL_RS00235	363		old_locus_tag=Pcal_0046
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	48635	48997	-	WP_011848743.1	WP_011848743.1		membrane protein		4910238	PCAL_RS00235	363	120	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	49022	50083	+						4909990	PCAL_RS00240	1062		old_locus_tag=Pcal_0047
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	49022	50083	+	WP_011848744.1	WP_011848744.1		GTPase		4909990	PCAL_RS00240	1062	353	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	50114	51001	+						4910037	PCAL_RS00245	888		old_locus_tag=Pcal_0048
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	50114	51001	+	WP_011848745.1	WP_011848745.1		CPBP family intramembrane metalloprotease		4910037	PCAL_RS00245	888	295	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	51029	51628	+						4908333	PCAL_RS00250	600		old_locus_tag=Pcal_0049
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	51029	51628	+	WP_011848746.1	WP_011848746.1		PaREP1 family protein		4908333	PCAL_RS00250	600	199	
gene	tRNA	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	51634	51762	-						59388115	PCAL_RS00255	129		
tRNA		GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	51634	51762	-				tRNA-Glu		59388115	PCAL_RS00255	78		anticodon=TTC
gene	tRNA	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	51883	51976	+						59388116	PCAL_RS00260	94		
tRNA		GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	51883	51976	+				tRNA-Arg		59388116	PCAL_RS00260	78		anticodon=GCG
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	52166	52477	-						4908219	PCAL_RS00265	312		old_locus_tag=Pcal_0050
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	52166	52477	-	WP_011848747.1	WP_011848747.1		hypothetical protein		4908219	PCAL_RS00265	312	103	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	52453	53346	-						4908109	PCAL_RS00270	894		old_locus_tag=Pcal_0051
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	52453	53346	-	WP_011848748.1	WP_011848748.1		4Fe-4S ferredoxin		4908109	PCAL_RS00270	894	297	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	53350	53751	-						4910004	PCAL_RS00275	402		old_locus_tag=Pcal_0052
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	53350	53751	-	WP_193322951.1	WP_193322951.1		YkgJ family cysteine cluster protein		4910004	PCAL_RS00275	402	133	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	53884	54030	+						59388117	PCAL_RS00280	147		
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	53884	54030	+	WP_193322746.1	WP_193322746.1		hypothetical protein		59388117	PCAL_RS00280	147	48	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	54062	54373	+						4910240	PCAL_RS00285	312		old_locus_tag=Pcal_0053
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	54062	54373	+	WP_011848750.1	WP_011848750.1		50S ribosomal protein L14e		4910240	PCAL_RS00285	312	103	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	54370	55371	+						4910203	PCAL_RS00290	1002		old_locus_tag=Pcal_0054
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	54370	55371	+	WP_011848751.1	WP_011848751.1		RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5		4910203	PCAL_RS00290	1002	333	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	55380	55673	+						4908876	PCAL_RS00295	294		old_locus_tag=Pcal_0055
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	55380	55673	+	WP_193322747.1	WP_193322747.1		DUF211 domain-containing protein		4908876	PCAL_RS00295	294	97	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	55670	56164	+						4910119	PCAL_RS00300	495		old_locus_tag=Pcal_0056
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	55670	56164	+	WP_011848753.1	WP_011848753.1		hypothetical protein		4910119	PCAL_RS00300	495	164	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	56186	56644	+						4908426	PCAL_RS00305	459		old_locus_tag=Pcal_0057
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	56186	56644	+	WP_011848754.1	WP_011848754.1		hypothetical protein		4908426	PCAL_RS00305	459	152	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	56641	57573	+						4908205	PCAL_RS00310	933		old_locus_tag=Pcal_0058
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	56641	57573	+	WP_011848755.1	WP_011848755.1		Gfo/Idh/MocA family oxidoreductase		4908205	PCAL_RS00310	933	310	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	57865	58407	+						4910221	PCAL_RS00315	543		old_locus_tag=Pcal_0059
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	57865	58407	+	WP_011848756.1	WP_011848756.1		ATP-binding protein		4910221	PCAL_RS00315	543	180	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	58394	58972	-						4908559	PCAL_RS00320	579		old_locus_tag=Pcal_0060
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	58394	58972	-	WP_011848757.1	WP_011848757.1		CPBP family intramembrane metalloprotease		4908559	PCAL_RS00320	579	192	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	58999	59469	+						4908868	PCAL_RS00325	471		old_locus_tag=Pcal_0061
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	58999	59469	+	WP_011848758.1	WP_011848758.1		hypothetical protein		4908868	PCAL_RS00325	471	156	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	59459	60247	-						4909069	PCAL_RS00330	789		old_locus_tag=Pcal_0062
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	59459	60247	-	WP_011848759.1	WP_011848759.1		nicotinamide mononucleotide deamidase-related protein		4909069	PCAL_RS00330	789	262	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	60256	61113	-						4908203	PCAL_RS00335	858		old_locus_tag=Pcal_0063
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	60256	61113	-	WP_011848760.1	WP_011848760.1		DMT family transporter		4908203	PCAL_RS00335	858	285	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	61160	61570	+						4910202	PCAL_RS00340	411		old_locus_tag=Pcal_0064
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	61160	61570	+	WP_011848761.1	WP_011848761.1		peroxiredoxin		4910202	PCAL_RS00340	411	136	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	61567	61818	+						59388118	PCAL_RS00345	252		
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	61567	61818	+	WP_193322748.1	WP_193322748.1		sulfurtransferase TusA family protein		59388118	PCAL_RS00345	252	83	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	61769	62158	-						4909188	PCAL_RS00350	390		old_locus_tag=Pcal_0065
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	61769	62158	-	WP_193322749.1	WP_193322749.1		DsrE/DsrF/DrsH-like family protein		4909188	PCAL_RS00350	390	129	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	62370	63029	-						4909335	PCAL_RS00355	660		old_locus_tag=Pcal_0066
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	62370	63029	-	WP_011848763.1	WP_011848763.1		endonuclease III		4909335	PCAL_RS00355	660	219	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	63077	63562	+						4909194	PCAL_RS00360	486		old_locus_tag=Pcal_0067
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	63077	63562	+	WP_011848764.1	WP_011848764.1		hypothetical protein		4909194	PCAL_RS00360	486	161	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	63606	64379	+						4910183	PCAL_RS00365	774		old_locus_tag=Pcal_0068
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	63606	64379	+	WP_011848765.1	WP_011848765.1		ATP-binding protein		4910183	PCAL_RS00365	774	257	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	64428	65900	+						4909153	PCAL_RS00370	1473		old_locus_tag=Pcal_0069
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	64428	65900	+	WP_011848766.1	WP_011848766.1		carboxypeptidase M32		4909153	PCAL_RS00370	1473	490	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	65872	66549	-						4909596	PCAL_RS00375	678		old_locus_tag=Pcal_0070
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	65872	66549	-	WP_011848767.1	WP_011848767.1		hypothetical protein		4909596	PCAL_RS00375	678	225	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	66564	67025	+						4909539	PCAL_RS00380	462		old_locus_tag=Pcal_0071
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	66564	67025	+	WP_011848768.1	WP_011848768.1		phosphopantetheine adenylyltransferase		4909539	PCAL_RS00380	462	153	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	67002	68318	-						4908185	PCAL_RS00385	1317		old_locus_tag=Pcal_0072
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	67002	68318	-	WP_011848769.1	WP_011848769.1		M28 family peptidase		4908185	PCAL_RS00385	1317	438	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	68406	68777	-						4910181	PCAL_RS00390	372		old_locus_tag=Pcal_0073
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	68406	68777	-	WP_011848770.1	WP_011848770.1		hypothetical protein		4910181	PCAL_RS00390	372	123	
gene	protein_coding	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	68792	69589	-						4910234	PCAL_RS00395	798		old_locus_tag=Pcal_0074
CDS	with_protein	GCF_000015805.1	Primary Assembly	chromosome		NC_009073.1	68792	69589	-	WP_011848771.1	WP_011848771.1		deacetylase		4910234	PCAL_RS00395	798	265	
