# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	6650	6814	-						58787319	TNEU_RS10165	165		old_locus_tag=Tneu_0011
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	6650	6814	-	WP_012349391.1	WP_012349391.1		hypothetical protein		58787319	TNEU_RS10165	165	54	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	7153	7470	+						6164876	TNEU_RS00055	318		old_locus_tag=Tneu_0012
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	7153	7470	+	WP_148682246.1	WP_148682246.1		hypothetical protein		6164876	TNEU_RS00055	318	105	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	7467	8522	+						6164873	TNEU_RS00060	1056		old_locus_tag=Tneu_0013
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	7467	8522	+	WP_012349393.1	WP_012349393.1		V-type ATPase subunit		6164873	TNEU_RS00060	1056	351	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	8519	8794	-						6164962	TNEU_RS00065	276		old_locus_tag=Tneu_0014
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	8519	8794	-	WP_012349394.1	WP_012349394.1		H+transporting two-sector ATPase subunit C		6164962	TNEU_RS00065	276	91	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	8809	8958	-						58787320	TNEU_RS10170	150		old_locus_tag=Tneu_0015
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	8809	8958	-	WP_012349395.1	WP_012349395.1		hypothetical protein		58787320	TNEU_RS10170	150	49	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	8980	9579	-						6164835	TNEU_RS00070	600		old_locus_tag=Tneu_0016
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	8980	9579	-	WP_148682247.1	WP_148682247.1		V-type ATP synthase subunit D		6164835	TNEU_RS00070	600	199	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	9625	10404	+						6164900	TNEU_RS00075	780		old_locus_tag=Tneu_0017
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	9625	10404	+	WP_012349397.1	WP_012349397.1		50S ribosome-binding GTPase		6164900	TNEU_RS00075	780	259	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	10425	10898	+						6164813	TNEU_RS00080	474		old_locus_tag=Tneu_0018
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	10425	10898	+	WP_012349398.1	WP_012349398.1		hypothetical protein		6164813	TNEU_RS00080	474	157	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	11000	11548	-						6166310	TNEU_RS00085	549		old_locus_tag=Tneu_0019
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	11000	11548	-	WP_012349399.1	WP_012349399.1		NERD domain-containing protein		6166310	TNEU_RS00085	549	182	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	11665	13077	+						6166309	TNEU_RS00090	1413		old_locus_tag=Tneu_0020
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	11665	13077	+	WP_012349400.1	WP_012349400.1		FAD-dependent oxidoreductase		6166309	TNEU_RS00090	1413	470	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	13059	14348	-						6165062	TNEU_RS00095	1290		old_locus_tag=Tneu_0021
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	13059	14348	-	WP_012349401.1	WP_012349401.1		phosphomannomutase/phosphoglucomutase		6165062	TNEU_RS00095	1290	429	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	14396	15508	+						6164901	TNEU_RS00100	1113		old_locus_tag=Tneu_0022
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	14396	15508	+	WP_012349402.1	WP_012349402.1		DUF763 domain-containing protein		6164901	TNEU_RS00100	1113	370	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	15505	16113	-						6166266	TNEU_RS00105	609		old_locus_tag=Tneu_0023
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	15505	16113	-	WP_012349403.1	WP_012349403.1		orotidine 5'-phosphate decarboxylase		6166266	TNEU_RS00105	609	202	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	16196	17110	+					pyrB	6166284	TNEU_RS00110	915		old_locus_tag=Tneu_0024
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	16196	17110	+	WP_012349404.1	WP_012349404.1		aspartate carbamoyltransferase	pyrB	6166284	TNEU_RS00110	915	304	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	17221	17751	+					rimI	6165147	TNEU_RS00115	531		old_locus_tag=Tneu_0025
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	17221	17751	+	WP_012349405.1	WP_012349405.1		ribosomal protein S18-alanine N-acetyltransferase	rimI	6165147	TNEU_RS00115	531	176	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	17795	19318	+						6165110	TNEU_RS00120	1524		old_locus_tag=Tneu_0026
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	17795	19318	+	WP_148682248.1	WP_148682248.1		type II secretion system F family protein		6165110	TNEU_RS00120	1524	507	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	19322	20806	+						6165001	TNEU_RS00125	1485		old_locus_tag=Tneu_0027
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	19322	20806	+	WP_012349407.1	WP_012349407.1		type II/IV secretion system ATPase subunit		6165001	TNEU_RS00125	1485	494	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	20784	20996	+						6164906	TNEU_RS00130	213		old_locus_tag=Tneu_0028
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	20784	20996	+	WP_012349408.1	WP_012349408.1		hypothetical protein		6164906	TNEU_RS00130	213	70	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	20993	21505	+						6166110	TNEU_RS00135	513		old_locus_tag=Tneu_0029
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	20993	21505	+	WP_012349409.1	WP_012349409.1		hypothetical protein		6166110	TNEU_RS00135	513	170	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	21573	23057	+					tgtA	6166119	TNEU_RS00140	1485		old_locus_tag=Tneu_0030
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	21573	23057	+	WP_012349410.1	WP_012349410.1		tRNA guanosine(15) transglycosylase TgtA	tgtA	6166119	TNEU_RS00140	1485	494	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	23040	23759	-						6165016	TNEU_RS00145	720		old_locus_tag=Tneu_0031
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	23040	23759	-	WP_012349411.1	WP_012349411.1		proteasome assembly chaperone family protein		6165016	TNEU_RS00145	720	239	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	23756	24268	-						6164403	TNEU_RS00150	513		old_locus_tag=Tneu_0032
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	23756	24268	-	WP_012349412.1	WP_012349412.1		transcription factor		6164403	TNEU_RS00150	513	170	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	24361	25572	-					hflX	6164872	TNEU_RS00155	1212		old_locus_tag=Tneu_0033
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	24361	25572	-	WP_012349413.1	WP_012349413.1		GTPase HflX	hflX	6164872	TNEU_RS00155	1212	403	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	25562	26044	-						6164938	TNEU_RS00160	483		old_locus_tag=Tneu_0034
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	25562	26044	-	WP_012349414.1	WP_012349414.1		multiprotein bridging factor aMBF1		6164938	TNEU_RS00160	483	160	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	26090	26548	+						6164891	TNEU_RS00165	459		old_locus_tag=Tneu_0035
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	26090	26548	+	WP_012349415.1	WP_012349415.1		PUA domain-containing protein		6164891	TNEU_RS00165	459	152	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	26514	26795	-						6164999	TNEU_RS00170	282		old_locus_tag=Tneu_0036
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	26514	26795	-	WP_012349416.1	WP_012349416.1		hypothetical protein		6164999	TNEU_RS00170	282	93	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	26779	27072	-						6165122	TNEU_RS00175	294		old_locus_tag=Tneu_0037
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	26779	27072	-	WP_012349417.1	WP_012349417.1		hypothetical protein		6165122	TNEU_RS00175	294	97	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	27171	27413	+						6166085	TNEU_RS00180	243		old_locus_tag=Tneu_0038
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	27171	27413	+	WP_012349418.1	WP_012349418.1		LSm family protein		6166085	TNEU_RS00180	243	80	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	27410	27568	+						6164984	TNEU_RS00185	159		old_locus_tag=Tneu_0039
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	27410	27568	+	WP_011899567.1	WP_011899567.1		50S ribosomal protein L37e		6164984	TNEU_RS00185	159	52	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	27650	28246	+						6164637	TNEU_RS00190	597		old_locus_tag=Tneu_0040
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	27650	28246	+	WP_245521963.1	WP_245521963.1		MarC family protein		6164637	TNEU_RS00190	597	198	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	28274	29188	+						6164677	TNEU_RS00195	915		old_locus_tag=Tneu_0041
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	28274	29188	+	WP_012349420.1	WP_012349420.1		Mrp/NBP35 family ATP-binding protein		6164677	TNEU_RS00195	915	304	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	29350	29745	-						6164627	TNEU_RS00200	396		old_locus_tag=Tneu_0042
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	29350	29745	-	WP_012349421.1	WP_012349421.1		cytidine deaminase		6164627	TNEU_RS00200	396	131	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	29818	30756	+						6165020	TNEU_RS00205	939		old_locus_tag=Tneu_0043
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	29818	30756	+	WP_148682249.1	WP_148682249.1		hypothetical protein		6165020	TNEU_RS00205	939	312	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	30789	31568	+						6164823	TNEU_RS00210	780		old_locus_tag=Tneu_0044
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	30789	31568	+	WP_012349423.1	WP_012349423.1		SDR family oxidoreductase		6164823	TNEU_RS00210	780	259	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	31557	32849	-						6164800	TNEU_RS00215	1293		old_locus_tag=Tneu_0045
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	31557	32849	-	WP_012349424.1	WP_012349424.1		serine hydroxymethyltransferase		6164800	TNEU_RS00215	1293	430	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	32978	33715	-						6164730	TNEU_RS00220	738		old_locus_tag=Tneu_0046
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	32978	33715	-	WP_012349425.1	WP_012349425.1		molybdenum cofactor biosynthesis protein MoaC		6164730	TNEU_RS00220	738	245	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	33712	34041	-						6164669	TNEU_RS00225	330		old_locus_tag=Tneu_0047
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	33712	34041	-	WP_012349426.1	WP_012349426.1		hypothetical protein		6164669	TNEU_RS00225	330	109	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	34070	35134	-					fni	6164561	TNEU_RS00230	1065		old_locus_tag=Tneu_0048
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	34070	35134	-	WP_012349427.1	WP_012349427.1		type 2 isopentenyl-diphosphate Delta-isomerase	fni	6164561	TNEU_RS00230	1065	354	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	35134	35871	-						6164598	TNEU_RS00235	738		old_locus_tag=Tneu_0049
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	35134	35871	-	WP_012349428.1	WP_012349428.1		50S ribosomal protein L2		6164598	TNEU_RS00235	738	245	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	36019	36234	+						6164811	TNEU_RS00240	216		old_locus_tag=Tneu_0050
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	36019	36234	+	WP_012349429.1	WP_012349429.1		30S ribosomal protein S17e		6164811	TNEU_RS00240	216	71	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	36237	36926	+						6165121	TNEU_RS00245	690		old_locus_tag=Tneu_0051
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	36237	36926	+	WP_012349430.1	WP_012349430.1		peptidylprolyl isomerase		6165121	TNEU_RS00245	690	229	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	36957	37562	+						6164696	TNEU_RS00250	606		old_locus_tag=Tneu_0052
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	36957	37562	+	WP_012349431.1	WP_012349431.1		proteasome subunit beta		6164696	TNEU_RS00250	606	201	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	37597	38850	+						6164889	TNEU_RS00255	1254		old_locus_tag=Tneu_0053
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	37597	38850	+	WP_012349432.1	WP_012349432.1		enolase		6164889	TNEU_RS00255	1254	417	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	38960	39376	+						6165026	TNEU_RS00260	417		old_locus_tag=Tneu_0054
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	38960	39376	+	WP_012349433.1	WP_012349433.1		winged helix-turn-helix domain-containing protein		6165026	TNEU_RS00260	417	138	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	39361	40338	-					moaA	6164323	TNEU_RS00265	978		old_locus_tag=Tneu_0055
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	39361	40338	-	WP_012349434.1	WP_012349434.1		GTP 3',8-cyclase MoaA	moaA	6164323	TNEU_RS00265	978	325	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	40423	41874	+						6165598	TNEU_RS00270	1452		old_locus_tag=Tneu_0056
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	40423	41874	+	WP_012349435.1	WP_012349435.1		serine/threonine protein kinase		6165598	TNEU_RS00270	1452	483	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	41877	42329	+						6164616	TNEU_RS00275	453		old_locus_tag=Tneu_0057
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	41877	42329	+	WP_012349436.1	WP_012349436.1		FHA domain-containing protein		6164616	TNEU_RS00275	453	150	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	42378	42998	+					rpsB	6164685	TNEU_RS00280	621		old_locus_tag=Tneu_0058
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	42378	42998	+	WP_012349437.1	WP_012349437.1		30S ribosomal protein S2	rpsB	6164685	TNEU_RS00280	621	206	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	43028	43876	+					amrB	6164909	TNEU_RS00285	849		old_locus_tag=Tneu_0059
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	43028	43876	+	WP_012349438.1	WP_012349438.1		AmmeMemoRadiSam system protein B	amrB	6164909	TNEU_RS00285	849	282	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	44133	46037	-						6165047	TNEU_RS00290	1905		old_locus_tag=Tneu_0060
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	44133	46037	-	WP_012349439.1	WP_012349439.1		beta-CASP ribonuclease aCPSF1		6165047	TNEU_RS00290	1905	634	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	46086	47510	+					cysS	6164407	TNEU_RS00295	1425		old_locus_tag=Tneu_0061
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	46086	47510	+	WP_012349440.1	WP_012349440.1		cysteine--tRNA ligase	cysS	6164407	TNEU_RS00295	1425	474	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	47523	51113	-						6164981	TNEU_RS00300	3591		old_locus_tag=Tneu_0062
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	47523	51113	-	WP_012349441.1	WP_012349441.1		hypothetical protein		6164981	TNEU_RS00300	3591	1196	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	51171	53072	+						6164373	TNEU_RS00305	1902		old_locus_tag=Tneu_0063
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	51171	53072	+	WP_012349442.1	WP_012349442.1		hypothetical protein		6164373	TNEU_RS00305	1902	633	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	53112	61142	+						6164688	TNEU_RS00310	8031		old_locus_tag=Tneu_0064
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	53112	61142	+	WP_012349443.1	WP_012349443.1		hypothetical protein		6164688	TNEU_RS00310	8031	2676	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	61200	61796	+						6165095	TNEU_RS00315	597		old_locus_tag=Tneu_0065
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	61200	61796	+	WP_012349444.1	WP_012349444.1		AMMECR1 domain-containing protein		6165095	TNEU_RS00315	597	198	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	61826	62650	+						6165006	TNEU_RS00320	825		old_locus_tag=Tneu_0066
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	61826	62650	+	WP_012349445.1	WP_012349445.1		hypothetical protein		6165006	TNEU_RS00320	825	274	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	62631	63161	+					cyaB	6164668	TNEU_RS00325	531		old_locus_tag=Tneu_0067
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	62631	63161	+	WP_012349446.1	WP_012349446.1		class IV adenylate cyclase	cyaB	6164668	TNEU_RS00325	531	176	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	63169	64923	+						6164678	TNEU_RS00330	1755		old_locus_tag=Tneu_0068
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	63169	64923	+	WP_012349447.1	WP_012349447.1		ATP-dependent DNA ligase		6164678	TNEU_RS00330	1755	584	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	64911	65402	-						6164854	TNEU_RS00335	492		old_locus_tag=Tneu_0069
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	64911	65402	-	WP_012349448.1	WP_012349448.1		hypothetical protein		6164854	TNEU_RS00335	492	163	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	65443	66360	+						6165012	TNEU_RS00340	918		old_locus_tag=Tneu_0070
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	65443	66360	+	WP_012349449.1	WP_012349449.1		carbohydrate kinase family protein		6165012	TNEU_RS00340	918	305	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	66383	66718	+						6165074	TNEU_RS00345	336		old_locus_tag=Tneu_0071
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	66383	66718	+	WP_012349450.1	WP_012349450.1		hypothetical protein		6165074	TNEU_RS00345	336	111	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	66715	67392	+						6164947	TNEU_RS00350	678		old_locus_tag=Tneu_0072
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	66715	67392	+	WP_012349451.1	WP_012349451.1		NDP-sugar synthase		6164947	TNEU_RS00350	678	225	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	67424	68143	+						6164536	TNEU_RS00355	720		old_locus_tag=Tneu_0073
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	67424	68143	+	WP_012349452.1	WP_012349452.1		hypothetical protein		6164536	TNEU_RS00355	720	239	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	68140	68694	+						6164515	TNEU_RS00360	555		old_locus_tag=Tneu_0074
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	68140	68694	+	WP_012349453.1	WP_012349453.1		hypothetical protein		6164515	TNEU_RS00360	555	184	
gene	protein_coding	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	68799	69860	+						6164461	TNEU_RS00365	1062		old_locus_tag=Tneu_0075
CDS	with_protein	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	68799	69860	+	WP_148682250.1	WP_148682250.1		GTPase		6164461	TNEU_RS00365	1062	353	
gene	tRNA	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	69861	69955	-						6165053	TNEU_RS00370	95		old_locus_tag=Tneu_R0001
tRNA		GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	69861	69955	-				tRNA-Arg		6165053	TNEU_RS00370	75		anticodon=GCG
gene	tRNA	GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	70201	70319	-						6165046	TNEU_RS00375	119		old_locus_tag=Tneu_R0002
tRNA		GCF_000019805.1	Primary Assembly	chromosome		NC_010525.1	70201	70319	-				tRNA-Glu		6165046	TNEU_RS00375	78		anticodon=TTC
