# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	67140	68855	+	WP_014287368.1	WP_014287368.1		hypothetical protein		11595873	P186_RS00325	1716	571	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	68863	69285	-						11595874	P186_RS00330	423		old_locus_tag=P186_0069
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	68863	69285	-	WP_014287369.1	WP_014287369.1		universal stress protein		11595874	P186_RS00330	423	140	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	69278	70309	-						11595875	P186_RS00335	1032		old_locus_tag=P186_0070
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	69278	70309	-	WP_014287370.1	WP_014287370.1		type II glyceraldehyde-3-phosphate dehydrogenase		11595875	P186_RS00335	1032	343	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	70306	71532	-					pgk	11595876	P186_RS00340	1227		old_locus_tag=P186_0071
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	70306	71532	-	WP_014287371.1	WP_014287371.1		phosphoglycerate kinase	pgk	11595876	P186_RS00340	1227	408	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	71648	72223	+						11595877	P186_RS00345	576		old_locus_tag=P186_0072
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	71648	72223	+	WP_014287372.1	WP_014287372.1		nucleotidyltransferase		11595877	P186_RS00345	576	191	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	72255	74078	+						11595878	P186_RS00350	1824		old_locus_tag=P186_0073
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	72255	74078	+	WP_014287373.1	WP_014287373.1		threonine--tRNA ligase		11595878	P186_RS00350	1824	607	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	74096	74269	-						43500864	P186_RS13695	174		old_locus_tag=P186_0074
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	74096	74269	-	WP_158307115.1	WP_158307115.1		hypothetical protein		43500864	P186_RS13695	174	57	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	74421	74807	+					speD	11595880	P186_RS00355	387		old_locus_tag=P186_0075
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	74421	74807	+	WP_014287375.1	WP_014287375.1		adenosylmethionine decarboxylase	speD	11595880	P186_RS00355	387	128	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	74828	75739	+						11595881	P186_RS00360	912		old_locus_tag=P186_0076
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	74828	75739	+	WP_014287376.1	WP_014287376.1		hypothetical protein		11595881	P186_RS00360	912	303	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	75742	76698	-						11595882	P186_RS00365	957		old_locus_tag=P186_0077
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	75742	76698	-	WP_014287377.1	WP_014287377.1		hypothetical protein		11595882	P186_RS00365	957	318	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	76670	77146	-						11595883	P186_RS00370	477		old_locus_tag=P186_0078
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	76670	77146	-	WP_237179430.1	WP_237179430.1		hypothetical protein		11595883	P186_RS00370	477	158	
gene	tRNA	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	77388	77483	-						11595884	P186_RS00375	96		old_locus_tag=P186_R0001
tRNA		GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	77388	77483	-				tRNA-Ser		11595884	P186_RS00375	84		anticodon=TGA
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	77745	78203	+						11595885	P186_RS00380	459		old_locus_tag=P186_0080
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	77745	78203	+	WP_148682543.1	WP_148682543.1		NUDIX domain-containing protein		11595885	P186_RS00380	459	152	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	78172	78684	+						11595886	P186_RS00385	513		old_locus_tag=P186_0081
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	78172	78684	+	WP_148682544.1	WP_148682544.1		hypothetical protein		11595886	P186_RS00385	513	170	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	78674	79240	+						11595887	P186_RS00390	567		old_locus_tag=P186_0082
CDS	with_protein	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	78674	79240	+	WP_148682545.1	WP_148682545.1		hypothetical protein		11595887	P186_RS00390	567	188	
gene	protein_coding	GCF_000234805.1	Primary Assembly	chromosome		NC_016645.1	79237	79680	-						11595888	P186_RS00395	444		old_locus_tag=P186_0083
